customer_id,first_name,last_name,age,gender,email,phone_number,signup_date,loyalty_tier,city,state,country,acquisition_channel,marketing_opt_in
263224,Aaliyah,Smith,69,Non-binary,aaliyah.smith245@yahoo.com,(477) 700-4325,2025-04-03,Bronze,Charlotte,NC,USA,Paid Social,False
263269,Jeffrey,Perez,46,Male,jeffrey.perez581@yahoo.com,(684) 250-2689,2024-11-08,Gold,Mexico City,CDMX,Mexico,Paid Social,True
264116,Priya,Miller,30,Female,priya.miller754@icloud.com,(342) 486-2064,2024-05-16,Silver,Dallas,TX,USA,Paid Social,False
264557,Wei,Moore,63,Male,wei.moore623@icloud.com,(795) 399-6012,2025-01-14,Bronze,Mexico City,CDMX,Mexico,Referral,False
265163,Chen,Campbell,42,Female,chen.campbell361@yahoo.com,(610) 652-9497,2023-06-05,Silver,Boston,MA,USA,Influencer,True
269261,Matthew,Patel,36,Male,matthew.patel791@hotmail.com,(658) 232-7479,2023-10-22,Gold,Los Angeles,CA,USA,Email Campaign,True
270348,Paul,Hill,54,Male,paul.hill810@outlook.com,(388) 650-1456,2023-07-19,Gold,London,England,UK,Influencer,True
272979,Eric,Rodriguez,70,Male,eric.rodriguez361@gmail.com,(475) 463-9085,2025-01-31,Silver,Atlanta,GA,USA,Direct,True
273715,Aaliyah,Ramirez,78,Female,aaliyah.ramirez464@hotmail.com,(442) 694-9519,2025-06-06,Silver,Detroit,MI,USA,Organic Search,True
274990,Kimberly,Rivera,43,Female,kimberly.rivera366@yahoo.com,(724) 961-6869,2024-11-13,Platinum,San Francisco,CA,USA,Direct,False
275250,Linda,Allen,45,Female,linda.allen942@gmail.com,(970) 853-4839,2023-08-15,Gold,San Antonio,TX,USA,Paid Social,True
276672,Paul,Patel,69,Male,paul.patel405@hotmail.com,(888) 793-3081,2025-05-28,Silver,Houston,TX,USA,Referral,True
277274,Hiroshi,Thompson,52,Male,hiroshi.thompson220@outlook.com,(694) 385-8780,2025-10-23,Bronze,Los Angeles,CA,USA,Affiliate,True
278351,Robert,Thomas,51,Male,robert.thomas146@yahoo.com,(867) 820-4822,2023-06-25,Gold,Chicago,IL,USA,Referral,False
279683,Carlos,Hill,53,Male,carlos.hill642@icloud.com,(817) 740-3188,2023-07-08,Gold,New York,NY,USA,Organic Search,True
279737,Amanda,Martinez,70,Non-binary,amanda.martinez333@hotmail.com,(912) 506-3888,2023-07-31,Gold,New York,NY,USA,Referral,True
281122,Michelle,Thompson,53,Non-binary,michelle.thompson49@icloud.com,(619) 886-1688,2025-05-09,Bronze,Houston,TX,USA,Paid Social,False
281577,Amanda,Singh,32,Female,amanda.singh834@yahoo.com,(964) 539-3836,2024-10-17,Gold,New York,NY,USA,Direct,False
281969,Mark,Nguyen,50,Male,mark.nguyen733@icloud.com,(815) 285-5414,2025-09-28,Bronze,New York,NY,USA,Influencer,True
282050,Andrew,Wilson,42,Male,andrew.wilson104@icloud.com,(641) 992-2950,2025-04-29,Silver,Philadelphia,PA,USA,Organic Search,False
282095,Liam,Adams,47,Male,liam.adams810@gmail.com,(789) 254-2234,2023-12-18,Platinum,Toronto,ON,Canada,Email Campaign,False
282330,Betty,King,,Female,betty.king600@outlook.com,(448) 499-8200,2025-05-01,Bronze,Nashville,TN,USA,Paid Social,True
287382,Melissa,Jackson,58,Female,melissa.jackson927@hotmail.com,(516) 379-9813,2025-06-04,Bronze,Los Angeles,CA,USA,Referral,False
292941,Nancy,Jones,41,Female,nancy.jones65@hotmail.com,(272) 471-3608,2025-01-06,Gold,Minneapolis,MN,USA,Influencer,True
295857,Fatima,Perez,50,Female,fatima.perez163@yahoo.com,(335) 597-6929,2023-12-22,Gold,Columbus,OH,USA,Organic Search,False
297200,Hiroshi,Kim,37,Male,hiroshi.kim709@yahoo.com,(538) 419-6247,2024-07-16,Bronze,Philadelphia,PA,USA,Influencer,True
300933,Mary,Johnson,54,Female,mary.johnson349@icloud.com,(617) 252-3881,2023-07-16,Gold,San Francisco,CA,USA,Organic Search,True
303027,Mei,Jones,67,Female,mei.jones740@hotmail.com,(432) 613-8113,2023-06-25,Gold,Denver,CO,USA,Direct,True
304008,Melissa,Martin,70,Female,melissa.martin171@icloud.com,(733) 942-3935,2023-12-27,Platinum,Houston,TX,USA,Email Campaign,True
304294,Jennifer,Thompson,54,Female,jennifer.thompson386@yahoo.com,(369) 761-2625,2024-10-26,Bronze,Charlotte,NC,USA,Paid Social,True
305163,Richard,Williams,69,Male,richard.williams960@outlook.com,(750) 245-7581,2024-05-02,Bronze,Dallas,TX,USA,Affiliate,True
306555,Kimberly,Harris,44,Female,kimberly.harris321@outlook.com,(985) 867-5345,2023-11-20,Silver,Austin,TX,USA,Email Campaign,False
307037,Laura,Taylor,68,Female,laura.taylor532@outlook.com,(266) 382-1422,2024-06-15,Silver,Chicago,IL,USA,Email Campaign,True
309225,Jessica,Patel,60,Female,jessica.patel19@hotmail.com,(868) 886-4311,2024-04-18,Gold,Phoenix,AZ,USA,Affiliate,False
309256,Margaret,Lewis,60,Female,margaret.lewis466@outlook.com,,2024-09-21,Gold,Los Angeles,CA,USA,Referral,True
310345,Nicholas,Carter,24,Male,nicholas.carter722@icloud.com,(813) 674-2839,2025-04-23,Silver,Phoenix,AZ,USA,Organic Search,False
311815,Mia,Nguyen,56,Female,mia.nguyen21@gmail.com,(450) 392-3386,2023-07-04,Silver,Los Angeles,CA,USA,Referral,True
312071,Donna,Flores,53,Female,donna.flores47@gmail.com,(650) 433-4715,2024-09-28,Gold,Miami,FL,USA,Email Campaign,True
312650,Sandra,Brown,58,Female,sandra.brown629@outlook.com,(444) 279-8993,2025-10-03,Bronze,Charlotte,NC,USA,Paid Social,True
312879,Michelle,Sanchez,44,Female,michelle.sanchez435@yahoo.com,(460) 820-2119,2024-03-07,Silver,San Jose,CA,USA,Direct,False
312967,Michael,Martin,62,Male,michael.martin733@gmail.com,(679) 891-3170,2025-06-10,Gold,Chicago,IL,USA,Influencer,False
314662,Liam,Chen,31,Male,liam.chen64@gmail.com,(456) 645-3374,2025-01-23,Gold,Portland,OR,USA,Direct,True
314695,Mia,Nelson,72,Female,mia.nelson134@hotmail.com,(926) 588-7293,2025-08-23,Bronze,New York,NY,USA,Referral,False
315385,Charles,Harris,52,Non-binary,charles.harris273@yahoo.com,(685) 919-7313,2024-12-14,Bronze,Los Angeles,CA,USA,Referral,True
315792,Edward,Thompson,32,Male,edward.thompson360@icloud.com,(974) 266-9034,2025-05-29,Gold,Sydney,NSW,Australia,Organic Search,False
316704,Elizabeth,Adams,38,Female,elizabeth.adams486@gmail.com,(995) 576-7033,2025-07-29,Silver,Miami,FL,USA,Influencer,True
316724,Amanda,Carter,48,Female,amanda.carter815@yahoo.com,(281) 836-2763,2025-08-26,Gold,Chicago,IL,USA,Direct,False
319318,Nancy,Garcia,44,Female,nancy.garcia206@yahoo.com,(616) 650-1134,2024-01-06,Silver,New York,NY,USA,Direct,True
320359,Joseph,Roberts,50,Male,joseph.roberts920@yahoo.com,(412) 942-9762,2024-07-15,Bronze,San Antonio,TX,USA,Referral,True
320716,Mei,Green,62,Non-binary,mei.green195@hotmail.com,(210) 228-7761,2024-03-14,Silver,New York,NY,USA,Affiliate,True
321283,Mia,Lopez,78,Female,mia.lopez301@yahoo.com,,2024-01-31,Bronze,San Diego,CA,USA,Direct,True
321653,Omar,Hill,31,,omar.hill517@gmail.com,(843) 661-9345,2025-01-01,Gold,San Antonio,TX,USA,Email Campaign,False
322933,Richard,Allen,71,Male,richard.allen381@hotmail.com,(876) 269-1071,2024-09-30,Bronze,Chicago,IL,USA,Organic Search,True
323441,Hiroshi,White,29,Male,hiroshi.white637@outlook.com,(636) 770-3408,2024-11-19,Gold,Mexico City,CDMX,Mexico,Email Campaign,False
324340,Andrew,Jackson,68,Male,andrew.jackson178@outlook.com,(604) 976-6261,2025-06-09,Bronze,Atlanta,GA,USA,Organic Search,True
324722,Kenneth,Roberts,64,Male,kenneth.roberts736@icloud.com,(682) 733-9364,2025-04-18,Silver,Houston,TX,USA,Affiliate,False
325332,Liam,Allen,52,Male,liam.allen751@icloud.com,(613) 915-2990,2025-01-26,Bronze,Melbourne,VIC,Australia,Email Campaign,False
327967,Mia,Adams,,Female,mia.adams470@outlook.com,(558) 344-4472,2023-11-10,Gold,Montreal,QC,Canada,Affiliate,True
329012,Ingrid,Adams,42,Female,ingrid.adams726@outlook.com,,2024-02-16,Silver,Miami,FL,USA,Direct,True
330200,Isabella,Flores,44,Female,isabella.flores638@yahoo.com,(325) 970-4134,2024-03-24,Bronze,Chicago,IL,USA,Referral,True
331725,Nicholas,Thomas,43,Male,nicholas.thomas556@icloud.com,(249) 489-1851,2023-12-17,Gold,Orlando,FL,USA,Paid Social,True
334819,Jessica,White,51,Female,jessica.white976@gmail.com,(293) 822-6946,2024-10-07,Gold,London,England,UK,Organic Search,True
336051,Jacob,Singh,48,Male,jacob.singh435@icloud.com,,2025-07-22,Silver,Houston,TX,USA,Influencer,True
336963,Mateo,Ramirez,39,Non-binary,mateo.ramirez246@icloud.com,(468) 605-8160,2024-11-18,Bronze,New York,NY,USA,Paid Social,False
339071,Daniel,Moore,69,Male,daniel.moore955@yahoo.com,(625) 741-9321,2025-09-18,Bronze,Columbus,OH,USA,Direct,True
339714,Sofia,Robinson,43,Female,sofia.robinson277@outlook.com,(356) 863-8754,2025-03-26,Bronze,Phoenix,AZ,USA,Referral,False
340088,Nicholas,Sanchez,51,Male,nicholas.sanchez54@yahoo.com,(427) 814-3941,2024-04-29,Silver,London,England,UK,Email Campaign,True
341690,Amanda,Garcia,47,Female,amanda.garcia382@hotmail.com,(764) 728-2235,2024-03-04,Bronze,San Jose,CA,USA,Email Campaign,False
343411,Thomas,Harris,70,Male,thomas.harris102@yahoo.com,,2024-09-02,Gold,Vancouver,BC,Canada,Direct,True
343652,Gary,Flores,41,Male,gary.flores270@outlook.com,(479) 614-2505,2024-06-16,Silver,Austin,TX,USA,Organic Search,True
343810,William,Young,27,Male,william.young573@outlook.com,(364) 991-3322,2023-10-25,Silver,Los Angeles,CA,USA,Paid Social,True
344803,Steven,Lewis,55,Male,steven.lewis809@icloud.com,(768) 895-2097,2023-08-24,Silver,Los Angeles,CA,USA,Paid Social,True
346532,Paul,Martinez,37,Male,paul.martinez441@hotmail.com,(748) 521-4305,2023-12-27,Platinum,London,England,UK,Direct,True
348063,John,Williams,,Male,john.williams994@icloud.com,(784) 600-6313,2024-07-12,Silver,Minneapolis,MN,USA,Direct,True
348656,Joshua,Walker,69,Male,joshua.walker205@outlook.com,(357) 284-4348,2024-09-26,Silver,New York,NY,USA,Email Campaign,True
348817,Hiroshi,White,40,Male,hiroshi.white399@yahoo.com,(301) 501-2471,2025-09-11,Silver,San Antonio,TX,USA,Direct,False
349162,Omar,Nelson,42,Male,omar.nelson854@outlook.com,(609) 779-3961,2025-03-10,Bronze,Portland,OR,USA,Paid Social,False
350253,Michael,Taylor,58,Male,michael.taylor702@gmail.com,(559) 645-2287,2023-09-26,Platinum,Miami,FL,USA,Influencer,False
351203,Anthony,Singh,43,Male,anthony.singh295@icloud.com,(695) 288-5498,2023-11-01,Gold,Austin,TX,USA,Organic Search,True
352288,Omar,Clark,29,Male,omar.clark279@yahoo.com,,2024-11-14,Gold,Nashville,TN,USA,Direct,False
352917,Barbara,Williams,57,Female,barbara.williams596@gmail.com,(612) 496-6946,2025-01-23,Bronze,Mexico City,CDMX,Mexico,Affiliate,True
353006,Laura,Young,48,Female,laura.young843@gmail.com,(608) 852-3934,2024-08-31,Silver,San Diego,CA,USA,Referral,True
353929,Barbara,Sanchez,37,Female,barbara.sanchez116@yahoo.com,(376) 653-4182,2024-08-15,Platinum,Philadelphia,PA,USA,Email Campaign,True
355464,Steven,Davis,,Male,steven.davis154@hotmail.com,,2024-10-17,Bronze,Chicago,IL,USA,Direct,True
355903,Jacob,Nguyen,32,Male,jacob.nguyen976@gmail.com,(833) 393-6982,2025-04-06,Bronze,Houston,TX,USA,Paid Social,True
356115,Mark,Hill,52,Male,mark.hill25@outlook.com,(686) 823-7434,2024-01-05,Bronze,Chicago,IL,USA,Direct,False
357643,Noah,Martinez,60,Male,noah.martinez593@outlook.com,,2023-07-30,Bronze,Denver,CO,USA,Organic Search,True
358977,Barbara,Kim,46,Female,barbara.kim740@hotmail.com,(725) 990-7177,2024-12-29,Gold,Boston,MA,USA,Organic Search,True
358988,Ingrid,Adams,41,Female,ingrid.adams128@outlook.com,(363) 599-4054,2024-03-05,Silver,Detroit,MI,USA,Direct,True
359234,Jacob,Anderson,32,Male,jacob.anderson783@outlook.com,(986) 710-7041,2024-09-11,Silver,Phoenix,AZ,USA,Email Campaign,False
359241,Yuki,Kim,71,Female,yuki.kim759@icloud.com,(479) 947-9154,2025-05-22,Bronze,Dallas,TX,USA,Organic Search,False
359971,Paul,Allen,50,Male,paul.allen56@icloud.com,(869) 574-5901,2024-07-17,Silver,Columbus,OH,USA,Referral,False
360723,Gary,Harris,65,Male,gary.harris66@yahoo.com,(286) 528-2063,2024-01-30,Silver,Columbus,OH,USA,Referral,False
361634,Jessica,Roberts,45,Female,jessica.roberts48@icloud.com,(304) 889-3310,2025-04-09,Gold,Denver,CO,USA,Paid Social,True
363985,Kenneth,Clark,36,Male,kenneth.clark378@hotmail.com,(608) 892-5005,2025-10-06,Silver,New York,NY,USA,Referral,True
365062,Gary,Thomas,39,Male,gary.thomas920@outlook.com,,2024-01-01,Silver,New York,NY,USA,Email Campaign,True
365762,Kenneth,Smith,60,Male,kenneth.smith374@yahoo.com,(204) 676-4595,2025-01-22,Bronze,Mexico City,CDMX,Mexico,Organic Search,True
366709,Steven,Rodriguez,52,Male,steven.rodriguez610@outlook.com,(846) 663-4149,2024-10-01,Bronze,New York,NY,USA,Direct,True
367081,Kevin,Rodriguez,57,Male,kevin.rodriguez714@icloud.com,(550) 683-2217,2023-09-29,Platinum,Chicago,IL,USA,Direct,True
368724,Mateo,Perez,41,Male,mateo.perez493@gmail.com,(552) 460-7909,2024-12-18,Silver,New York,NY,USA,Direct,True
368795,Jessica,Adams,,Female,jessica.adams738@gmail.com,(200) 286-8101,2024-07-21,Bronze,Chicago,IL,USA,Organic Search,True
369772,Richard,Campbell,58,Male,richard.campbell330@hotmail.com,(849) 529-8278,2023-09-10,Platinum,Atlanta,GA,USA,Paid Social,False
370685,Margaret,Garcia,42,Female,margaret.garcia582@gmail.com,(571) 675-8310,2024-02-14,Gold,Chicago,IL,USA,Direct,False
371116,Wei,Mitchell,53,Male,wei.mitchell610@icloud.com,(643) 741-4717,2025-09-06,Bronze,Orlando,FL,USA,Direct,True
371186,Susan,Jones,55,Female,susan.jones454@yahoo.com,(809) 253-3773,2024-01-07,Silver,Philadelphia,PA,USA,Referral,True
371674,Anthony,Jackson,40,Male,anthony.jackson783@outlook.com,(726) 431-5593,2023-08-27,Silver,Dallas,TX,USA,Influencer,False
371751,Kenneth,Rodriguez,31,Male,kenneth.rodriguez301@outlook.com,(581) 970-3669,2023-11-24,Gold,Manchester,England,UK,Organic Search,True
373292,Anthony,Martin,64,Male,anthony.martin604@hotmail.com,(726) 300-7066,2024-10-09,Gold,Seattle,WA,USA,Affiliate,False
374219,Nancy,Davis,51,Female,nancy.davis321@outlook.com,(960) 429-9157,2023-10-20,Gold,Toronto,ON,Canada,Direct,True
375123,Camila,Adams,48,Female,camila.adams238@icloud.com,(679) 693-8076,2024-08-30,Bronze,Los Angeles,CA,USA,Organic Search,False
377565,Edward,Perez,58,Male,edward.perez377@yahoo.com,(857) 700-6634,2025-04-13,Bronze,Boston,MA,USA,Organic Search,True
378752,Steven,Thomas,45,Male,steven.thomas11@hotmail.com,(422) 852-9643,2024-11-04,Bronze,San Diego,CA,USA,Paid Social,True
379104,Aaliyah,Scott,56,Female,aaliyah.scott974@yahoo.com,(546) 797-2772,2025-02-04,Bronze,Seattle,WA,USA,Affiliate,True
379153,Mia,Green,55,Female,mia.green776@gmail.com,(368) 450-7618,2025-10-28,Bronze,San Diego,CA,USA,Organic Search,False
380844,Joseph,Baker,33,Male,joseph.baker700@yahoo.com,(374) 956-2687,2024-03-08,Bronze,Boston,MA,USA,Email Campaign,True
381636,Joshua,Adams,41,Male,joshua.adams111@hotmail.com,,2023-07-28,Bronze,Houston,TX,USA,Affiliate,False
382189,Betty,Harris,43,Female,betty.harris343@icloud.com,(431) 228-8634,2025-08-12,Bronze,Austin,TX,USA,Referral,False
382916,Isabella,Lewis,47,Female,isabella.lewis279@icloud.com,(852) 436-1466,2025-10-16,Bronze,New York,NY,USA,Direct,True
383787,Ryan,Roberts,49,Male,ryan.roberts674@outlook.com,(435) 653-3241,2024-12-14,Silver,Chicago,IL,USA,Affiliate,True
383904,Chen,Mitchell,48,Female,chen.mitchell893@icloud.com,,2023-08-24,Platinum,Miami,FL,USA,Paid Social,False
384136,Kimberly,Johnson,65,Female,kimberly.johnson547@outlook.com,(880) 354-8017,2024-08-16,Silver,San Antonio,TX,USA,Direct,True
384588,Emily,Wilson,51,Female,emily.wilson862@icloud.com,,2025-06-14,Platinum,Dallas,TX,USA,Influencer,True
385214,Betty,Patel,44,Female,betty.patel705@icloud.com,(218) 330-2169,2023-10-09,Platinum,New York,NY,USA,Influencer,False
385326,Patricia,Rivera,70,Female,patricia.rivera269@outlook.com,(435) 780-9016,2023-09-09,Gold,Columbus,OH,USA,Email Campaign,False
386049,Joshua,Moore,36,Male,joshua.moore549@gmail.com,(906) 312-7549,2023-07-10,Silver,San Diego,CA,USA,Direct,True
386699,Linda,Rodriguez,35,Female,linda.rodriguez493@icloud.com,(757) 648-5774,2023-06-19,Bronze,Toronto,ON,Canada,Direct,True
388183,Gary,Allen,,Male,gary.allen533@yahoo.com,(377) 226-5017,2024-02-05,Silver,New York,NY,USA,Affiliate,True
388393,Jason,Hill,56,Male,jason.hill455@yahoo.com,(463) 898-4337,2024-11-28,Gold,New York,NY,USA,Paid Social,False
388496,Patricia,Carter,32,Female,patricia.carter556@hotmail.com,(708) 981-3278,2024-12-01,Silver,Houston,TX,USA,Organic Search,True
388826,Betty,Anderson,44,Female,betty.anderson479@outlook.com,(223) 651-6996,2025-02-11,Silver,London,England,UK,Organic Search,True
390647,Mary,Lewis,39,Female,mary.lewis234@yahoo.com,(436) 694-2639,2025-09-20,Bronze,Seattle,WA,USA,Referral,False
392938,Brian,Clark,54,Male,brian.clark247@outlook.com,(688) 437-1035,2024-04-22,Silver,Seattle,WA,USA,Paid Social,False
394625,John,Allen,39,Male,john.allen460@outlook.com,(227) 255-7360,2024-07-13,Silver,London,England,UK,Direct,True
395408,Chen,Ramirez,61,Female,chen.ramirez250@outlook.com,(552) 675-9168,2023-06-09,Silver,Manchester,England,UK,Referral,False
396628,Noah,Moore,78,Male,noah.moore963@icloud.com,(708) 671-6789,2023-12-16,Gold,Toronto,ON,Canada,Organic Search,False
396871,Mark,Robinson,52,Male,mark.robinson962@outlook.com,(359) 221-8026,2024-04-16,Gold,Philadelphia,PA,USA,Direct,True
398177,Sofia,Chen,38,Female,sofia.chen122@hotmail.com,(517) 772-3221,2024-11-23,Silver,Austin,TX,USA,Paid Social,True
400186,Camila,Garcia,48,Female,camila.garcia336@outlook.com,(649) 827-9808,2024-07-28,Silver,Boston,MA,USA,Organic Search,False
400584,Steven,Martinez,58,Male,steven.martinez948@yahoo.com,(573) 237-8626,2025-09-05,Bronze,Philadelphia,PA,USA,Direct,True
400647,Betty,Wilson,26,Female,betty.wilson56@yahoo.com,(542) 410-6711,2025-05-23,Bronze,Austin,TX,USA,Paid Social,False
401813,Ronald,Jones,,Male,ronald.jones723@outlook.com,(418) 394-6676,2023-07-29,Platinum,Chicago,IL,USA,Organic Search,True
404286,Hiroshi,Martinez,,Male,hiroshi.martinez988@hotmail.com,(955) 475-1965,2025-09-12,Bronze,Miami,FL,USA,Organic Search,True
404777,Isabella,Adams,42,Female,isabella.adams491@hotmail.com,(809) 537-4012,2025-04-25,Bronze,Seattle,WA,USA,Paid Social,False
408056,Richard,Robinson,51,Male,richard.robinson885@icloud.com,(469) 362-3822,2024-01-17,Gold,Charlotte,NC,USA,Affiliate,True
408428,Mary,Thompson,56,Female,mary.thompson469@gmail.com,(769) 419-8951,2025-02-20,Gold,Boston,MA,USA,Affiliate,True
411928,Ingrid,Roberts,50,Female,ingrid.roberts819@yahoo.com,(306) 248-4283,2023-08-25,Bronze,Manchester,England,UK,Direct,False
412449,Jessica,Harris,52,Non-binary,jessica.harris23@gmail.com,(586) 709-8602,2025-04-26,Silver,Montreal,QC,Canada,Influencer,False
415774,Sandra,Williams,41,Female,sandra.williams751@hotmail.com,(805) 879-2281,2025-03-22,Silver,Montreal,QC,Canada,Organic Search,True
418734,Karen,Williams,50,Female,karen.williams489@gmail.com,(815) 231-1190,2024-12-21,Bronze,Orlando,FL,USA,Paid Social,False
421903,Wei,Flores,46,Male,wei.flores635@gmail.com,(491) 377-1463,2023-10-13,Gold,Phoenix,AZ,USA,Influencer,True
424590,Donna,Lee,43,Female,donna.lee827@hotmail.com,(483) 439-3788,2025-03-02,Silver,Chicago,IL,USA,Referral,False
424619,Edward,Baker,48,Male,edward.baker688@gmail.com,(988) 711-3116,2025-07-16,Bronze,Phoenix,AZ,USA,Direct,False
425339,Stephanie,Hernandez,71,Female,stephanie.hernandez213@hotmail.com,(609) 543-6232,2025-07-18,Silver,Nashville,TN,USA,Affiliate,True
427055,Susan,Davis,55,Female,susan.davis420@yahoo.com,(338) 319-5868,2025-08-13,Bronze,Houston,TX,USA,Influencer,False
427170,Chen,Martinez,66,Female,chen.martinez590@yahoo.com,(804) 970-4629,2025-08-24,Bronze,Austin,TX,USA,Referral,True
427679,Liam,Garcia,35,Male,liam.garcia570@yahoo.com,(832) 864-4886,2025-01-01,Silver,Atlanta,GA,USA,Direct,True
429344,Mark,Harris,53,Male,mark.harris690@yahoo.com,(746) 314-6477,2024-07-08,Silver,Miami,FL,USA,Paid Social,False
429617,John,Davis,54,Male,john.davis698@hotmail.com,(775) 260-6506,2023-08-25,Silver,Chicago,IL,USA,Organic Search,True
429634,Lisa,White,49,Female,lisa.white851@hotmail.com,(795) 790-5022,2023-11-29,Platinum,Seattle,WA,USA,Paid Social,False
430264,Donna,Brown,78,Female,donna.brown157@hotmail.com,(517) 917-1601,2024-03-01,Silver,Los Angeles,CA,USA,Email Campaign,True
430623,Anthony,Moore,73,Male,anthony.moore107@hotmail.com,(517) 433-5419,2025-01-27,Silver,Houston,TX,USA,Paid Social,True
433068,Emily,Mitchell,62,Female,emily.mitchell764@icloud.com,(375) 290-9536,2023-09-22,Bronze,New York,NY,USA,Organic Search,True
433355,Ronald,King,39,Male,ronald.king363@hotmail.com,(342) 872-6802,2023-09-27,Platinum,Nashville,TN,USA,Organic Search,True
433581,Mateo,Jones,43,Male,mateo.jones140@yahoo.com,(839) 323-8164,2024-05-22,Gold,San Jose,CA,USA,Influencer,True
434006,Margaret,Thompson,38,Female,margaret.thompson227@icloud.com,(282) 991-6715,2024-08-28,Platinum,Sydney,NSW,Australia,Referral,True
436057,Eric,Torres,40,Male,eric.torres406@icloud.com,(740) 881-1694,2024-06-16,Gold,Austin,TX,USA,Email Campaign,True
436093,Elizabeth,Brown,41,Female,elizabeth.brown138@gmail.com,(743) 622-1693,2025-05-26,Bronze,Vancouver,BC,Canada,Paid Social,True
436577,George,Johnson,30,Male,george.johnson353@hotmail.com,(532) 752-2573,2023-09-13,Gold,San Jose,CA,USA,Organic Search,False
438636,Charles,Martinez,41,Male,charles.martinez163@outlook.com,(462) 229-7646,2024-04-13,Silver,Dallas,TX,USA,Email Campaign,True
438706,Camila,Johnson,49,Female,camila.johnson700@gmail.com,(308) 606-4595,2024-10-15,Platinum,Los Angeles,CA,USA,Paid Social,True
441378,Sofia,Martin,43,Female,sofia.martin207@yahoo.com,(840) 252-5094,2023-10-17,Silver,Los Angeles,CA,USA,Paid Social,True
441755,Kevin,Taylor,26,,kevin.taylor51@gmail.com,(259) 363-3217,2023-09-24,Gold,New York,NY,USA,Paid Social,False
442609,Emily,Harris,35,Female,emily.harris141@gmail.com,(948) 501-2484,2024-09-14,Silver,Melbourne,VIC,Australia,Influencer,True
444894,Michelle,Lewis,56,Female,michelle.lewis314@gmail.com,(870) 214-5352,2025-10-01,Bronze,Seattle,WA,USA,Referral,True
446431,Timothy,Garcia,30,Male,timothy.garcia971@icloud.com,(726) 211-9038,2024-07-06,Silver,Montreal,QC,Canada,Affiliate,False
448379,Liam,King,34,Male,liam.king627@hotmail.com,(412) 207-3082,2025-07-30,Bronze,Minneapolis,MN,USA,Paid Social,True
451758,Lisa,Mitchell,78,Female,lisa.mitchell960@hotmail.com,(374) 616-1027,2024-01-28,Silver,Charlotte,NC,USA,Direct,False
454090,Liam,Nguyen,49,Male,liam.nguyen881@yahoo.com,(986) 914-4729,2024-03-19,Silver,Manchester,England,UK,Referral,False
457597,Margaret,Chen,33,Female,margaret.chen682@hotmail.com,(214) 326-3580,2025-01-12,Gold,Seattle,WA,USA,Referral,True
460687,Chen,Allen,30,Female,chen.allen438@outlook.com,(763) 402-7038,2023-12-03,Gold,London,England,UK,Direct,True
461780,Eric,Rodriguez,,Male,eric.rodriguez552@hotmail.com,(972) 292-1598,2024-09-01,Gold,Los Angeles,CA,USA,Organic Search,True
463515,Edward,Nelson,39,Male,edward.nelson930@gmail.com,(265) 237-4731,2023-06-04,Bronze,Las Vegas,NV,USA,Referral,True
463607,Charles,Perez,,Male,charles.perez887@yahoo.com,(615) 804-1018,2023-11-04,Platinum,San Diego,CA,USA,Organic Search,True
465408,Olivia,Mitchell,57,Female,olivia.mitchell497@icloud.com,(738) 598-5130,2024-01-16,Silver,Denver,CO,USA,Organic Search,False
465917,Sandra,Robinson,33,Female,sandra.robinson407@yahoo.com,(796) 270-7231,2024-07-19,Silver,Austin,TX,USA,Direct,False
467325,Chen,Nelson,61,Female,chen.nelson487@hotmail.com,(417) 778-7906,2024-01-02,Gold,London,England,UK,Direct,False
467888,Jeffrey,Davis,55,Male,jeffrey.davis31@icloud.com,(525) 271-5686,2025-10-25,Gold,Manchester,England,UK,Organic Search,True
467924,Andrew,Singh,34,Non-binary,andrew.singh425@icloud.com,(534) 522-3855,2024-07-04,Bronze,Seattle,WA,USA,Organic Search,False
468940,Kimberly,Singh,55,Female,kimberly.singh886@hotmail.com,(288) 724-9994,2024-02-21,Bronze,San Antonio,TX,USA,Organic Search,True
469380,Amanda,Martinez,45,Female,amanda.martinez76@icloud.com,(340) 205-9438,2024-02-11,Platinum,Boston,MA,USA,Direct,True
470367,Isabella,Adams,78,Female,isabella.adams980@icloud.com,(264) 570-2810,2024-01-25,Platinum,New York,NY,USA,Paid Social,False
470612,Carlos,Anderson,47,Male,carlos.anderson990@outlook.com,(834) 569-5576,2025-10-27,Bronze,Melbourne,VIC,Australia,Paid Social,False
471106,Emily,Moore,57,Female,emily.moore602@gmail.com,(328) 814-6216,2024-12-23,Bronze,Toronto,ON,Canada,Organic Search,False
473913,Jessica,Harris,37,Female,jessica.harris280@icloud.com,(717) 323-6496,2023-11-12,Gold,New York,NY,USA,Organic Search,True
474457,Elizabeth,Garcia,51,Female,elizabeth.garcia284@outlook.com,(611) 572-5972,2025-01-04,Silver,San Diego,CA,USA,Referral,True
475043,Anthony,Allen,41,Male,anthony.allen48@yahoo.com,(622) 335-7207,2024-05-11,Silver,Houston,TX,USA,Paid Social,True
475091,Hiroshi,Singh,57,Male,hiroshi.singh510@icloud.com,(669) 248-4546,2024-04-30,Silver,Montreal,QC,Canada,Paid Social,False
475813,Wei,Baker,62,Male,wei.baker358@hotmail.com,(685) 259-4928,2023-12-07,Silver,Toronto,ON,Canada,Direct,False
